0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL
00-01-0001-42,01-01-0030,CIUDAD CAPITAL,ZONA 1,EODP NO.20 'ANTONIO JOSE DE IRISARRI',19 CALLE 12-71,22324443,NORMA ARACELY PALOMO FRANCO DE DÍAZ,,PARVULOS,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0002-42,01-01-0030,CIUDAD CAPITAL,ZONA 1,EODP NO.21 GABRIELA MISTRAL,19 CALLE 12-71,22324443,NORMA ARACELY PALOMO FRANCO DE DÍAZ,LUISA IRENE SERRANO ESCOBAR,PARVULOS,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0003-42,01-01-0030,CIUDAD CAPITAL,ZONA 1,EODP NO. 36 LA PRESIDENTA,2A AVE. Y 22 CALLE TERCER NIVEL MERCADO LA PRESIDENTA,55161115,NORMA ARACELY PALOMO FRANCO DE DÍAZ,MANDY YENEDITH HERNÁNDEZ BOBADILLA,PARVULOS,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0004-42,01-01-0035,CIUDAD CAPITAL,ZONA 1,EODP NO.30 OTILIA NUÑEZ ARIZA,12 CALLE 15-30,22539326,NORMA ARACELY PALOMO FRANCO DE DÍAZ,ANA ESTELA ORTEGA CIFUENTES,PARVULOS,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0005-42,01-01-0035,CIUDAD CAPITAL,ZONA 1,"ESCUELA OFICIAL PARA PARVULOS NO.8 ""OVIDIO DECROLY""",3A CALLE 16-73,22203623,NORMA ARACELY PALOMO FRANCO DE DÍAZ,MARÍA MERCEDES VIÑALS PÉREZ,PARVULOS,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0006-42,01-01-0031,CIUDAD CAPITAL,ZONA 1,EODP NO.1 'RAMONA GIL',2A. CALLE 4-28,41106707,LUDIBEL AMARILIS GALICIA DE FLORES,ANA GABRIELA CASTRO PINEDA,PARVULOS,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0007-42,01-01-0035,CIUDAD CAPITAL,ZONA 1,EODP NO.38 DEL CENTRO DE BIENESTAR SOCIAL COLON,7A CALLE 12-67,22518854,NORMA ARACELY PALOMO FRANCO DE DÍAZ,DAMARIS MARISOL IBARRA IBARRA,PARVULOS,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0008-42,01-01-0026,CIUDAD CAPITAL,ZONA 1,EODP NO.12 LEONOR CIENFUEGOS,3A CALLE 0-72,22381458,LUDIBEL AMARILIS GALICIA DE FLORES,CLAUDIA PAOLA MORALES MARROQUIN,PARVULOS,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0009-42,01-305,CIUDAD CAPITAL,ZONA 1,EODP NO.61 DEL CENTRO DE BIENESTAR SOCIAL NO.1,AVENIDA BOLIVAR 25-00,22323833,CELESTINA ARLETTY HERNÁNDEZ AGUILAR,,PARVULOS,OFICIAL,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
