0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL
13-01-0006-43,13-01-0708,HUEHUETENANGO,HUEHUETENANGO,"EOUM JM TIPO FEDERACION ""CARLOS CALDERON TARACENA ""","CANTÓN SAN JOSÉ, ZONA 5",77690695,CLARA ARMIDA MORALES CASTILLO,JORGE LUIS HERNÁNDEZ,PRIMARIA,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),HUEHUETENANGO
13-01-0007-43,13-01-0707,HUEHUETENANGO,HUEHUETENANGO,EOUV 'DOMINGO MORALES',2A CALLE 6-83 ZONA 1,41233351,HUGO GONZÁLEZ SALVADOR,JULIETA DIAZ LUCAS,PRIMARIA,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),HUEHUETENANGO
13-01-0008-43,13-01-0707,HUEHUETENANGO,HUEHUETENANGO,"EOUN NO. 2 ""JACINTA MOLINA""",3A. CALLE 3-09 ZONA 1,77640259,HUGO GONZÁLEZ SALVADOR,MAHALY ESTER ROBLERO MAZARIEGOS,PRIMARIA,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),HUEHUETENANGO
13-01-0009-43,13-01-0707,HUEHUETENANGO,HUEHUETENANGO,EOUM 'MINERVA' KAIBIL BALAM,"1A. AVE. ZONA 2, COLONIA PANAMA",49025902,HUGO GONZÁLEZ SALVADOR,STUARDO GREGORIO GARCÍA SERRANO,PRIMARIA,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),HUEHUETENANGO
13-01-0010-43,13-01-0707,HUEHUETENANGO,HUEHUETENANGO,"ESCUELA OFICIAL URBANA DE NIÑAS NO.1 ""AMALIA CHÁVEZ""",5A. AVE. 3-59 ZONA 1,59057228,HUGO GONZÁLEZ SALVADOR,BLANCA LIDIA ALVARADO HIDALGO,PRIMARIA,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),HUEHUETENANGO
13-01-0011-43,13-01-0709,HUEHUETENANGO,HUEHUETENANGO,"EOUM ""EL CALVARIO""","2A. AVENIDA ""A"" 4-53 ZONA 3 EL CALVARIO",47188907,MIRZA YOJANA LÓPEZ BRIONES,SANDRA LUCRECIA CANO JORGE,PRIMARIA,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),HUEHUETENANGO
13-01-0012-43,13-01-0707,HUEHUETENANGO,HUEHUETENANGO,"EOUV NO.1 ""SALVADOR OSORIO""",2A. CALLE 7-26 ZONA 1,77641669,HUGO GONZÁLEZ SALVADOR,DIMAS NOÉ MORALES,PRIMARIA,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),HUEHUETENANGO
13-01-0013-43,13-01-0708,HUEHUETENANGO,HUEHUETENANGO,COLEGIO DE LA SALLE,10A AVENIDA DE LA SALLE 10-00 ZONA 1,54142119,CLARA ARMIDA MORALES CASTILLO,OSCAR FERNANDO MARTÍNEZ TELLO,PRIMARIA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),HUEHUETENANGO
13-01-0014-43,13-01-0708,HUEHUETENANGO,HUEHUETENANGO,"COLEGIO PRIVADO MIXTO ""SAN LORENZO""",5A. CALLE 1ER ACCESO 5-75 ZONA 5,77646479,CLARA ARMIDA MORALES CASTILLO,LILIAN IVETH GALICIA AVILA,PRIMARIA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),HUEHUETENANGO
13-01-0015-43,13-01-0713,HUEHUETENANGO,HUEHUETENANGO,LICEO Y ACADEMIA ADVENTISTA 'DIEGUEZ OLAVERRI',EL TERRERO ZONA 4,79345408,LIGIA MARÍA LÓPEZ HERRERA,IRENE AGUIRRE ESCOBAR,PRIMARIA,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),HUEHUETENANGO
13-01-0016-43,13-01-0707,HUEHUETENANGO,HUEHUETENANGO,COLEGIO PRIVADO EVANGELICO MIXTO 'LA AURORA',5A. CALLE 5-47 ZONA 1,30180936,HUGO GONZÁLEZ SALVADOR,OVIDIA YOLANDA SOTO VILLATORO,PRIMARIA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),HUEHUETENANGO
13-01-0017-43,13-001,HUEHUETENANGO,HUEHUETENANGO,COLEGIO MIXTO ASTURIAS,2A. CALLE 7-32 INTERIOR ZONA 1,77640625,HUGO GONZÁLEZ SALVADOR,ANABELA CLARISA MÉNDEZ ESCOBEDO,PRIMARIA,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),HUEHUETENANGO
13-01-0018-43,13-01-0712,HUEHUETENANGO,HUEHUETENANGO,EORM,ALDEA SUCULIQUE,,ANA PATRICIA HERNÁNDEZ RIVAS,KAREN LISSETTE GÓMEZ MARTÍNEZ,PRIMARIA,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),HUEHUETENANGO
13-01-0019-43,13-01-0710,HUEHUETENANGO,HUEHUETENANGO,EORM,ALDEA XETENAM,32426517,INGRID JANET CHÁVEZ DE DE LEÓN,AMI MABÉLI CHÁVEZ MOLINA,PRIMARIA,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),HUEHUETENANGO
13-01-0020-43,13-01-0714,HUEHUETENANGO,HUEHUETENANGO,EORM,ALDEA EL TERRERO,40087455,AURA MARINA RECINOS,MARÍA DEL ROSARIO MOLINA OSORIO,PRIMARIA,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),HUEHUETENANGO
